model_type,train_protocol,eval_profile,eval_protocol,scope,horizon_s,n_seeds_total,n_anomaly_excluded,n_rollout_diverged,n_seeds_used,posmed_mean_of_seed_medians,posmed_median_of_seed_medians,posmed_min,posmed_max,posp95_mean_of_seed_p95s,posp95_median_of_seed_p95s,posp95_max,completion_mean,excluded_seeds,diverged_seeds
phnode_full,iid,heading_biased_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,2.9238,2.9077,2.788,3.1107,5.2423,4.9662,6.1299,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.488,0.4902,0.4785,0.4918,0.8795,0.8764,0.9019,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,overall,30.0,5,0,0,5,1.5205,1.5063,1.4891,1.6024,2.6519,2.6384,2.8886,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,overall,60.0,5,0,0,5,2.9425,2.976,2.699,3.1512,5.5909,5.6179,5.8743,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.1458,0.1478,0.1238,0.1745,0.3374,0.338,0.3588,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.4239,0.4189,0.2411,0.6292,0.9898,0.9839,1.1141,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,0.9667,0.8976,0.7377,1.1724,2.3579,2.3357,2.982,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.1956,0.1903,0.1807,0.2114,0.4426,0.4466,0.4931,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.4926,0.5026,0.4417,0.5497,1.4588,1.4702,1.659,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,OU,60.0,5,0,0,5,1.2296,1.1942,1.1451,1.3672,3.5567,3.1747,4.6496,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.1825,0.1813,0.1757,0.1915,0.4246,0.4202,0.4716,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.479,0.4718,0.411,0.5288,1.2518,1.1973,1.4709,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,1.155,1.014,0.9281,1.7239,3.3646,3.0545,4.5567,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.1697,0.172,0.1597,0.1757,0.4159,0.4171,0.4384,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.4716,0.473,0.4062,0.5515,1.3241,1.3251,1.6061,,,
phnode_full,iid,nominal_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.0934,1.0639,0.9545,1.2572,3.2639,3.274,4.2947,,,
phnode_full,iid,nominal_eval,v4_lite,CHIRP,10.0,5,0,0,5,0.1418,0.1441,0.1319,0.1543,0.2859,0.2783,0.3256,,,
phnode_full,iid,nominal_eval,v4_lite,CHIRP,30.0,5,0,0,5,0.4202,0.4227,0.3625,0.475,1.0199,1.0312,1.2283,,,
phnode_full,iid,nominal_eval,v4_lite,CHIRP,60.0,5,0,0,5,0.9606,0.8965,0.7964,1.3665,2.421,2.4001,2.9619,,,
phnode_full,iid,nominal_eval,v4_lite,OU,10.0,5,0,0,5,0.1669,0.1724,0.1511,0.1787,0.3185,0.3071,0.3501,,,
phnode_full,iid,nominal_eval,v4_lite,OU,30.0,5,0,0,5,0.502,0.5031,0.3932,0.5933,1.141,1.2066,1.2386,,,
phnode_full,iid,nominal_eval,v4_lite,OU,60.0,5,0,0,5,1.1224,1.096,0.7142,1.5517,3.3352,3.7658,4.1411,,,
phnode_full,iid,nominal_eval,v4_lite,PRBS,10.0,5,0,0,5,0.1428,0.1483,0.1318,0.1524,0.3436,0.3394,0.3579,,,
phnode_full,iid,nominal_eval,v4_lite,PRBS,30.0,5,0,0,5,0.437,0.4523,0.3528,0.5242,0.9307,0.9948,1.1805,,,
phnode_full,iid,nominal_eval,v4_lite,PRBS,60.0,5,0,0,5,1.0682,0.9025,0.8171,1.5889,2.5191,2.0531,3.3754,,,
phnode_full,iid,nominal_eval,v4_lite,overall,10.0,5,0,0,5,0.1474,0.1514,0.1368,0.1554,0.3264,0.3232,0.3593,,,
phnode_full,iid,nominal_eval,v4_lite,overall,30.0,5,0,0,5,0.4492,0.4341,0.3942,0.52,1.0586,1.0896,1.1295,,,
phnode_full,iid,nominal_eval,v4_lite,overall,60.0,5,0,0,5,1.0317,0.9797,0.8194,1.3471,2.9404,2.9624,3.5008,,,
phnode_full,v4lite,clean,clean,CHIRP,10.0,5,0,0,5,0.0893,0.0944,0.0529,0.1071,0.1483,0.1517,0.1748,,,
phnode_full,v4lite,clean,clean,CHIRP,30.0,5,0,0,5,0.2685,0.2705,0.2278,0.2991,0.6685,0.6265,0.9168,,,
phnode_full,v4lite,clean,clean,CHIRP,60.0,5,0,0,5,0.9081,0.8656,0.7366,1.2029,1.9831,1.927,2.5138,,,
phnode_full,v4lite,clean,clean,OU,10.0,5,0,0,5,0.1392,0.14,0.118,0.1545,0.2741,0.2878,0.318,,,
phnode_full,v4lite,clean,clean,OU,30.0,5,0,0,5,0.4168,0.4045,0.3457,0.5201,0.9839,0.9683,1.1617,,,
phnode_full,v4lite,clean,clean,OU,60.0,5,0,0,5,1.1479,1.2169,0.9106,1.353,2.8146,2.7263,3.4472,,,
phnode_full,v4lite,clean,clean,PRBS,10.0,5,0,0,5,0.1027,0.1025,0.0872,0.1163,0.2918,0.2843,0.3215,,,
phnode_full,v4lite,clean,clean,PRBS,30.0,5,0,0,5,0.326,0.3386,0.2456,0.4055,0.7107,0.6884,0.8271,,,
phnode_full,v4lite,clean,clean,PRBS,60.0,5,0,0,5,0.8713,0.7634,0.5889,1.2517,2.0601,2.0931,2.5938,,,
phnode_full,v4lite,clean,clean,overall,10.0,5,0,0,5,0.1054,0.1027,0.0961,0.1194,0.2663,0.2744,0.2878,,,
phnode_full,v4lite,clean,clean,overall,30.0,5,0,0,5,0.3401,0.3524,0.2839,0.3665,0.8379,0.8162,0.9765,,,
phnode_full,v4lite,clean,clean,overall,60.0,5,0,0,5,0.9566,0.8656,0.8202,1.146,2.413,2.3593,2.9036,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.2476,0.2587,0.2071,0.2723,0.8171,0.8194,0.8389,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.7582,0.7767,0.6151,0.8429,2.3786,2.3634,2.5512,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,1.5959,1.6293,1.3538,1.813,5.0579,5.1395,6.0077,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.3533,0.3459,0.3404,0.3802,0.9,0.8811,0.9497,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.985,1.0091,0.8628,1.0292,2.8322,2.8686,3.0059,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,OU,60.0,5,0,0,5,1.8614,1.8802,1.5834,2.016,6.3285,6.25,7.3532,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.3073,0.3049,0.2996,0.3183,0.9022,0.9084,0.9265,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.9026,0.8838,0.7761,1.0068,2.5309,2.3914,2.8753,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,1.7137,1.7757,1.3194,1.9636,5.679,5.8893,6.1021,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.3086,0.3028,0.2926,0.3233,0.9183,0.922,0.939,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.8505,0.8327,0.7679,0.9293,2.6519,2.7117,2.7835,,,
phnode_full,v4lite,degraded_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.7019,1.735,1.5251,1.8949,6.0497,6.2856,6.6676,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.4828,0.489,0.4609,0.5049,0.7077,0.702,0.7858,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.488,1.4706,1.3773,1.5788,2.2443,2.2276,2.4321,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,3.106,3.1271,2.5328,3.5009,5.1742,5.2716,5.5473,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.5483,0.5508,0.5369,0.5617,1.0295,1.0119,1.1055,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,OU,30.0,5,0,0,5,1.5994,1.6172,1.4614,1.7713,2.8743,2.8667,3.0477,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,OU,60.0,5,0,0,5,3.2932,3.2239,3.1801,3.4518,6.1125,5.9027,7.1436,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.4537,0.4517,0.4283,0.4797,0.8341,0.8323,0.8638,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,1.5666,1.5814,1.4747,1.6164,2.6109,2.6493,2.7038,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,3.0439,2.9515,2.8356,3.4161,4.9276,4.6826,5.6892,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.5008,0.5024,0.489,0.5078,0.8597,0.8605,0.8875,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,overall,30.0,5,0,0,5,1.523,1.5247,1.4367,1.5733,2.6804,2.6506,2.7648,,,
phnode_full,v4lite,heading_biased_eval,iid_noisy_ic,overall,60.0,5,0,0,5,3.1574,3.16,3.0172,3.2633,5.5628,5.4873,5.9536,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.1259,0.1355,0.1016,0.1406,0.3517,0.3611,0.3658,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.3891,0.4107,0.3168,0.4407,1.1465,1.1084,1.2828,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,1.0175,1.028,0.6951,1.1953,2.7701,2.711,3.404,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.2031,0.2014,0.1889,0.2179,0.4644,0.4426,0.5078,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.5344,0.5346,0.5174,0.5559,1.5292,1.5097,1.8686,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,OU,60.0,5,0,0,5,1.2898,1.2453,0.9951,1.5604,3.812,3.548,5.3514,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.1679,0.1664,0.1633,0.1727,0.4245,0.4293,0.4377,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.4426,0.4434,0.4296,0.4589,1.1732,1.2057,1.2343,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,1.0187,0.9336,0.7416,1.4973,2.8829,3.0122,3.4347,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.162,0.1662,0.1392,0.1711,0.4419,0.4352,0.471,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.4521,0.4545,0.4196,0.4758,1.3364,1.3423,1.4528,,,
phnode_full,v4lite,nominal_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.1116,1.08,0.9868,1.3948,3.3398,3.3526,3.7178,,,
phnode_full,v4lite,nominal_eval,v4_lite,CHIRP,10.0,5,0,0,5,0.1437,0.152,0.1174,0.1631,0.2991,0.2973,0.3337,,,
phnode_full,v4lite,nominal_eval,v4_lite,CHIRP,30.0,5,0,0,5,0.4623,0.5112,0.3417,0.5433,1.008,1.0149,1.0441,,,
phnode_full,v4lite,nominal_eval,v4_lite,CHIRP,60.0,5,0,0,5,1.1222,1.127,0.8439,1.5665,2.5319,2.6566,2.9719,,,
phnode_full,v4lite,nominal_eval,v4_lite,OU,10.0,5,0,0,5,0.1607,0.1608,0.1432,0.1801,0.3374,0.3466,0.3875,,,
phnode_full,v4lite,nominal_eval,v4_lite,OU,30.0,5,0,0,5,0.5151,0.4995,0.4675,0.6129,1.1266,1.1713,1.214,,,
phnode_full,v4lite,nominal_eval,v4_lite,OU,60.0,5,0,0,5,1.1165,1.1197,1.0375,1.1653,3.0737,3.1549,3.5415,,,
phnode_full,v4lite,nominal_eval,v4_lite,PRBS,10.0,5,0,0,5,0.1481,0.144,0.1321,0.1702,0.354,0.3499,0.3855,,,
phnode_full,v4lite,nominal_eval,v4_lite,PRBS,30.0,5,0,0,5,0.4463,0.3921,0.3679,0.6195,1.031,1.0436,1.1328,,,
phnode_full,v4lite,nominal_eval,v4_lite,PRBS,60.0,5,0,0,5,1.0535,0.973,0.7401,1.4493,2.4751,2.5532,2.8403,,,
phnode_full,v4lite,nominal_eval,v4_lite,overall,10.0,5,0,0,5,0.152,0.1532,0.1381,0.1668,0.3357,0.3353,0.3548,,,
phnode_full,v4lite,nominal_eval,v4_lite,overall,30.0,5,0,0,5,0.4604,0.477,0.3951,0.5225,1.0736,1.0684,1.1739,,,
phnode_full,v4lite,nominal_eval,v4_lite,overall,60.0,5,0,0,5,1.1148,1.0878,0.9436,1.289,2.9198,2.9396,3.463,,,
phnode_qforce,clean,clean,clean,CHIRP,10.0,5,0,0,5,0.4023,0.4432,0.2427,0.4667,0.7426,0.8171,0.8215,,,
phnode_qforce,clean,clean,clean,CHIRP,30.0,5,0,0,5,1.1058,1.1386,0.5836,1.6274,2.2328,2.4606,2.7941,,,
phnode_qforce,clean,clean,clean,CHIRP,60.0,5,0,0,5,2.4847,2.3537,1.7586,3.403,4.0263,4.6122,4.8537,,,
phnode_qforce,clean,clean,clean,OU,10.0,5,0,0,5,0.8193,0.9222,0.3093,1.032,2.2456,2.5717,2.6991,,,
phnode_qforce,clean,clean,clean,OU,30.0,5,0,0,5,2.6114,2.9657,0.8651,3.2502,4.887,5.121,5.9921,,,
phnode_qforce,clean,clean,clean,OU,60.0,5,0,0,5,6.1722,6.4023,2.3091,8.0908,12.7211,15.2064,15.9236,,,
phnode_qforce,clean,clean,clean,PRBS,10.0,5,0,0,5,0.4432,0.4873,0.1662,0.5909,2.1337,2.5505,2.8309,,,
phnode_qforce,clean,clean,clean,PRBS,30.0,5,0,0,5,1.7684,2.048,0.4729,2.1886,3.688,4.1465,4.4846,,,
phnode_qforce,clean,clean,clean,PRBS,60.0,5,0,0,5,3.7935,4.5631,1.0968,4.8958,7.6725,8.2141,10.079,,,
phnode_qforce,clean,clean,clean,overall,10.0,5,0,0,5,0.5017,0.5691,0.2269,0.5752,2.1439,2.4554,2.724,,,
phnode_qforce,clean,clean,clean,overall,30.0,5,0,0,5,1.7256,1.9448,0.6294,2.197,4.0895,4.6773,4.714,,,
phnode_qforce,clean,clean,clean,overall,60.0,5,0,0,5,3.7564,4.1847,2.0094,4.4898,11.2481,13.0065,13.7325,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.5023,0.5307,0.3637,0.5748,0.9873,1.0359,1.0707,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.3405,1.421,0.7141,1.7142,2.8576,2.8793,3.3248,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,2.7055,2.6071,2.1923,3.2679,6.0359,6.0608,6.5586,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.9051,0.9829,0.4816,1.0982,2.2287,2.4957,2.5821,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,OU,30.0,5,0,0,5,2.6318,2.7811,1.2923,3.2225,4.9881,5.1755,5.5643,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,OU,60.0,5,0,0,5,6.3936,6.6976,3.1687,7.9139,14.3519,16.2647,17.1389,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.606,0.6604,0.3047,0.743,2.2692,2.564,2.8301,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,2.0674,2.2197,1.0736,2.4849,4.2919,4.472,5.0407,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,4.13,4.6201,2.1508,4.7498,8.6754,8.6118,11.0306,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.6191,0.6616,0.4012,0.717,2.2126,2.4921,2.6909,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,overall,30.0,5,0,0,5,1.948,2.132,1.0107,2.3879,4.3157,4.5022,4.978,,,
phnode_qforce,clean,degraded_eval,iid_noisy_ic,overall,60.0,5,0,0,5,4.002,4.262,2.2881,4.9184,10.9753,11.688,12.524,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.662,0.6684,0.5504,0.7177,0.9214,0.9358,0.9969,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.7491,1.7087,1.4109,2.1937,2.9871,3.0492,3.3471,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,3.0321,3.1201,2.1133,4.0022,6.4575,6.3752,7.586,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.9854,1.0328,0.6461,1.1092,2.2624,2.4718,2.5955,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,OU,30.0,5,0,0,5,2.7254,2.6869,1.9423,3.1963,5.4753,5.6968,6.4338,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,OU,60.0,5,0,0,5,6.5223,6.7937,3.8522,7.8227,13.1786,14.2092,15.5846,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.7597,0.814,0.4695,0.9397,2.2347,2.5581,2.8608,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,2.5573,2.6608,1.6748,2.9757,4.9942,5.4679,5.7516,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,4.9016,4.8349,3.4629,6.1462,10.774,11.6136,13.3716,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.7552,0.8136,0.5502,0.8297,2.2054,2.4408,2.6563,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,overall,30.0,5,0,0,5,2.303,2.4438,1.6883,2.655,4.9482,5.3481,5.4648,,,
phnode_qforce,clean,heading_biased_eval,iid_noisy_ic,overall,60.0,5,0,0,5,4.6263,4.9195,3.5478,5.3402,11.5876,11.9224,13.7938,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.4127,0.4412,0.2943,0.4564,0.7567,0.8076,0.8817,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.0782,1.0881,0.568,1.5331,2.2703,2.3527,2.6166,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,2.4213,2.3903,1.8167,2.9384,4.4796,4.8189,5.2375,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.8218,0.9182,0.3451,1.0309,2.1958,2.526,2.6364,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,OU,30.0,5,0,0,5,2.5817,2.9492,0.8803,3.2353,4.7945,4.8255,5.6725,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,OU,60.0,5,0,0,5,6.1583,6.4081,2.4391,8.3121,13.1971,15.4611,16.3984,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.4759,0.5271,0.2112,0.5979,2.1548,2.5393,2.8226,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,1.7547,2.0098,0.6594,2.1571,3.7646,4.2514,4.5546,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,3.9083,4.5994,1.1684,5.07,7.6872,8.4629,9.7733,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.5198,0.5666,0.2846,0.6114,2.1619,2.4577,2.717,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,overall,30.0,5,0,0,5,1.7419,1.8837,0.6843,2.203,4.0162,4.4258,4.6023,,,
phnode_qforce,clean,nominal_eval,iid_noisy_ic,overall,60.0,5,0,0,5,3.7428,3.8662,2.1229,4.5254,11.0504,12.3686,13.2095,,,
phnode_qforce,clean,nominal_eval,v4_lite,CHIRP,10.0,5,0,0,5,0.4256,0.4475,0.274,0.5012,0.7425,0.7978,0.8307,,,
phnode_qforce,clean,nominal_eval,v4_lite,CHIRP,30.0,5,0,0,5,1.2396,1.3835,0.6731,1.5221,2.2741,2.4472,2.6828,,,
phnode_qforce,clean,nominal_eval,v4_lite,CHIRP,60.0,5,0,0,5,2.6157,2.727,1.9655,3.1406,4.5033,4.7552,5.4712,,,
phnode_qforce,clean,nominal_eval,v4_lite,OU,10.0,5,0,0,5,0.8222,0.9341,0.3171,1.0254,2.2775,2.6192,2.7343,,,
phnode_qforce,clean,nominal_eval,v4_lite,OU,30.0,5,0,0,5,2.6388,3.0026,0.8691,3.2431,5.0742,5.3505,6.0879,,,
phnode_qforce,clean,nominal_eval,v4_lite,OU,60.0,5,0,0,5,6.3316,6.9141,2.1791,8.2086,12.8042,14.9403,15.5844,,,
phnode_qforce,clean,nominal_eval,v4_lite,PRBS,10.0,5,0,0,5,0.4926,0.551,0.1794,0.6598,2.1391,2.5367,2.8097,,,
phnode_qforce,clean,nominal_eval,v4_lite,PRBS,30.0,5,0,0,5,1.7135,1.9884,0.5389,2.0978,3.6644,4.0916,4.3441,,,
phnode_qforce,clean,nominal_eval,v4_lite,PRBS,60.0,5,0,0,5,3.6924,4.4171,1.1682,4.779,7.3081,7.6813,9.3997,,,
phnode_qforce,clean,nominal_eval,v4_lite,overall,10.0,5,0,0,5,0.5144,0.5712,0.2685,0.5857,2.1365,2.4563,2.727,,,
phnode_qforce,clean,nominal_eval,v4_lite,overall,30.0,5,0,0,5,1.7576,2.032,0.7064,2.1492,4.0494,4.397,4.9727,,,
phnode_qforce,clean,nominal_eval,v4_lite,overall,60.0,5,0,0,5,3.7665,4.055,2.0899,4.7294,11.3754,12.9236,13.9023,,,
phnode_qforce,iid,clean,clean,CHIRP,10.0,5,0,0,5,0.3386,0.4472,0.0744,0.6197,0.6189,0.8735,0.9926,,,
phnode_qforce,iid,clean,clean,CHIRP,30.0,5,0,0,5,0.9351,1.3213,0.2206,1.4911,1.7787,2.5412,2.7736,,,
phnode_qforce,iid,clean,clean,CHIRP,60.0,5,0,0,5,1.8321,2.6287,0.4383,2.7711,2.8027,3.6349,4.1718,,,
phnode_qforce,iid,clean,clean,OU,10.0,5,0,0,5,0.615,0.8731,0.1344,0.9941,1.6548,2.385,2.7,,,
phnode_qforce,iid,clean,clean,OU,30.0,5,0,0,5,1.9589,2.9088,0.3801,3.0988,3.6925,5.0353,6.1217,,,
phnode_qforce,iid,clean,clean,OU,60.0,5,0,0,5,4.4543,6.4218,0.9669,6.9708,9.4751,13.4774,14.6856,,,
phnode_qforce,iid,clean,clean,PRBS,10.0,5,0,0,5,0.3841,0.4946,0.0935,0.6651,1.6848,2.4681,2.6578,,,
phnode_qforce,iid,clean,clean,PRBS,30.0,5,0,0,5,1.3384,1.7392,0.3071,2.2146,3.5502,4.0578,7.9323,,,
phnode_qforce,iid,clean,clean,PRBS,60.0,5,0,0,5,2.6067,2.9917,0.6374,4.5316,7.2707,7.4013,14.4841,,,
phnode_qforce,iid,clean,clean,overall,10.0,5,0,0,5,0.4264,0.6129,0.1012,0.6903,1.5754,2.3396,2.5746,,,
phnode_qforce,iid,clean,clean,overall,30.0,5,0,0,5,1.3536,1.992,0.285,2.1048,3.1641,4.3655,5.5115,,,
phnode_qforce,iid,clean,clean,overall,60.0,5,0,0,5,2.4713,3.2096,0.6094,3.9987,8.3159,11.1396,13.1165,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.4643,0.554,0.2432,0.693,1.0032,1.1147,1.1367,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.3785,1.7453,0.6146,1.8767,2.905,3.2218,3.4178,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,2.3812,2.8646,1.2784,3.1144,5.1398,5.1532,5.983,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.7626,0.9572,0.3302,1.146,1.9056,2.3294,2.7603,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,OU,30.0,5,0,0,5,2.0788,2.6796,0.8851,2.9433,4.2393,4.7261,5.6713,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,OU,60.0,5,0,0,5,4.6614,5.3135,1.7334,7.2593,11.3357,13.4154,16.1648,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.5987,0.5787,0.3172,1.0537,1.9198,2.4564,2.6585,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,1.7241,2.1495,0.9814,2.2501,4.4113,4.458,8.0267,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,3.2213,3.5859,1.7231,5.1097,9.2006,8.0412,16.1633,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.575,0.6764,0.3107,0.8692,1.8393,2.3227,2.6241,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,overall,30.0,5,0,0,5,1.7128,2.2005,0.8911,2.3202,4.0678,4.7261,5.7483,,,
phnode_qforce,iid,degraded_eval,iid_noisy_ic,overall,60.0,5,0,0,5,3.2745,3.9463,1.6872,4.5016,9.226,10.0109,13.5955,,,
phnode_qforce,iid,heading_biased_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.6454,0.7311,0.4558,0.7949,0.9151,0.976,1.1315,,,
phnode_qforce,iid,heading_biased_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.8451,1.9516,1.4679,2.1688,2.7367,2.9559,3.2484,,,
phnode_qforce,iid,heading_biased_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,3.3908,3.3111,3.0946,3.8204,5.0768,5.3531,5.647,,,
phnode_qforce,iid,heading_biased_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.8748,1.0409,0.5368,1.1648,1.882,2.284,2.6094,,,
